Unnamed: 0,title,Label
6034, Michelle Obama EVISCERATES Hateful Trump In Final Commencement Speech And It Is GLORIOUS (VIDEO),Fake
6035," Legal Scholars Worried Trump Would Break Laws, Be Worse Than Nixon",Fake
6036, Matt Damon SHREDS Trump And Wall Street Bankers During MIT Commencement (VIDEO),Fake
6037, Trump’s Top Adviser Just Fantasized About Waterboarding Hillary Clinton On CNN (VIDEO),Fake
6038, Armed White Thugs Hunt Down Black Teen Until He Collapses And Dies,Fake
6039, WATCH: Obama Just EMBARRASSED The NRA By Ripping Apart Every Single Pro-Gun Myth,Fake
6040, Watch Morning Joe’s Mika DESTROY Paul Ryan For Endorsing Trump: ‘He Sold Out’ (VIDEO),Fake
6041, Hillary Responds To Trump On Twitter And HILARIOUSLY Fact Checks Him (TWEET),Fake
6042, This Explains A Lot: Donald Trump’s Son Says He Gets His Political Views From A Michael Bay Movie,Fake
6043, This HILARIOUS Cartoon Shows What Happened Just Before Paul Ryan Endorsed Trump,Fake
6044, New Poll Has Clinton Beating Trump By Eleven Points – Her Largest Lead Yet,Fake
6045, Trump Makes New Racist Attack On Judge Exposing Trump University (VIDEO),Fake
6046, Trump Responds To Devastating Clinton Attack By Slamming Her Looks,Fake
6047, Former Mexican President Challenges Trump To A Debate – In Mexico,Fake
6048, Right-Wing Restaurant Owner Who Hates Welfare Recipients Busted For Welfare Fraud,Fake
6049, Twitter Is Merciless With Rush Limbaugh’s Thoughts On The Cincinnati Zoo’s Gorilla Controversy,Fake
6050, Donald Trump Has Big Plans For Trump University After Lawsuit Is Over,Fake
6051, Report Shows Trump’s Golf Course Is Paying Migrants Slave Wages,Fake
6052, Medical Examiner Finally Releases Report On Death Of Music Icon Prince,Fake
6053, Trump Angrily Goes After Hillary’s Competency With Misspelled Tweet,Fake
6054," No, Hillary Clinton And Donald Trump Are Not ‘Equally’ Hated – She Is Much More Loved",Fake
6055," Racist Prick Spits On Black Pair, Yells N****** B*tch While Starbucks Customers Silently Watch",Fake
6056, Paul Ryan Thought Nobody Would Notice His Trump Endorsement During Clinton’s Speech,Fake
6057," Trump Is Scamming The Hell Out Of America, And Hillary Just Proved It In Under 2 Minutes (VIDEO)",Fake
6058, New RNC Hispanic Outreach Head’s Humiliating First Job Is To Delete All Of Her Anti-Trump Tweets,Fake
6059, RNC’s Head Of Hispanic Outreach To Step Down Because….Trump,Fake
6060, Top Trump Delegate Calls For America’s Current Leaders To Be ‘Killed’,Fake
6061, Rachel Maddow Just Exposed Trump’s Racism In A Way No One Else Has Before (VIDEO),Fake
6062, NY Attorney General On Trump University: ‘This Is Straight Up Fraud’ (VIDEO),Fake
6063, WATCH: President ‘No F*cks Left’ Obama Tears GOP Lies Apart Limb By Incredibly Stupid Limb,Fake
6064, Fox News Host Makes Herself A Total Laughingstock In Attempted Dig At NASA (TWEETS),Fake
6065, Trump Just Got DESTROYED By One Of America’s Most Respected Journalists (VIDEO/IMAGE),Fake
6066, The NRA Is Busy Pursuing Their ‘More Guns’ Agenda In Florida By Completely Denying Science,Fake
6067, WATCH Veteran Rip Trump A New One: I Defended This Country Alongside The People You Hate,Fake
6068, Richest Man In The World Puts Trump In His Place On Donating To Charity,Fake
6069, Tony Perkins: Christians Are Living In ‘Spiritual Ghettos’ Under Left-Wing Rule (VIDEO),Fake
6070, You Won’t Believe This Racist Alabama Math Test (VIDEO),Fake
6071, Judge Recommends Joe Arpaio For Criminal Prosecution After He’s Found Guilty Of Perjury,Fake
6072," The PGA Just Gave Donald Trump A Big Middle Finger, And He’s P*ssed",Fake
6073, REPORT: Donald Trump Has Been Involved In Thousands Of Lawsuits – The Total Number Will Floor You,Fake
6074," EPIC: Obama RIPS Trump And The GOP To SHREDS In First Big Speech Of 2016 Election (VIDEO, TWEETS)",Fake
6075," Thanks To Dem Governor, Louisiana Starts Enrolling Over 375,000 People Onto Medicaid",Fake
6076, Trump Owes A Foreign Bank At Least $100 Million – And It’s Fighting U.S. Regulators,Fake
6077, Melania Trump And Heidi Cruz Finally Get Together On ‘Maya & Marty’ – And It’s Hilarious (VIDEO),Fake
6078, Hillary Calls In Live To CNN To Pummel Trump On Veteran Donations (VIDEO),Fake
6079, Top Gun Lobbyist Threatens To Use The ‘Bullet Box’ If Trump Doesn’t Win At The Ballot Box (AUDIO),Fake
6080, S.E. Cupp SLAMS Trump For His Attacks On The Media (VIDEO),Fake
6081, Creationist Freak Ken Ham LOSES IT Because The Press Cares About A Gorilla (TWEETS),Fake
6082, Former CIA Director Says Trump Is Actually HELPING ISIS – Here’s How,Fake
6083, Sean Hannity Accidentally Makes The Case For Media’s Scrutiny Of Trump’s Vets Fundraiser (VIDEO),Fake
6084," Meet David French, The Independent Who Republicans Recruited To Run Against Donald Trump",Fake
6085, Read President Obama’s Moving Proclamation Declaring June LGBT Pride Month,Fake
6086, WATCH: GOP Governor Tells Christians To Martyr Themselves For Right To Discriminate,Fake
6087, Why This Attorney General Is Going After Trump For ‘Fraud’,Fake
6088, Secret Trump University Papers Reveal How Business Pumped ‘Students’ For Cash,Fake
6089," The Gun Shop Owner That Banned Muslims Is Now Selling Obama, Bernie And Hillary Targets (IMAGE)",Fake
6090, Kim Jong Un And North Korean Media Enthusiastically Want Trump To Become President,Fake
6091, Fox News Goes Completely Racist When Reporting Dead Gorilla Story (VIDEO),Fake
6092, Watch A 12-Year-Old ‘Scientist’ OBLITERATE Anti-Vaxxers’ Lies In 2 Minutes Flat (VIDEO),Fake
6093, Republican Obstructionism Is About To Make An Elderly Disabled Couple Homeless,Fake
6094, Watch Trump Call Reporter A ‘Sleaze’ For Having The Audacity To Report Facts,Fake
6095, Republican Senators Don’t Want Ted Cruz Anywhere Near Their Re-Election Campaigns,Fake
6096, RNC’s Hilariously Delusional Election Model Predicts Obama Might Vote Trump,Fake
6097, Richard Dreyfuss Just Showed ‘Little-Dick’ Donald Trump How To Win A Twitter Battle (TWEETS),Fake
6098, Traffic Signs Hacked With Pro-Bernie And Hilarious Anti-Trump Messages (VIDEO),Fake
6099, CO GOP Swears Racist Anti-Obama Pic Was A Hack – After Lawmaker Says It Was A ‘Joke’ (IMAGE),Fake
6100," Ann Coulter Goes Full Racist, Calls Asian Americans ‘Mandarins’ And Insists It’s O.K.",Fake
6101, Bookings For Trump’s Hotels Plummet By 60 percent,Fake
6102, Noam Chomsky GOES OFF On Donald Trump: ‘He’s A CLOWN!’ (VIDEO),Fake
6103, This Migrant Baby Drowned Trying To Escape Syria’s Civil War: He’s Not A Terrorist,Fake
6104, One Of the Biggest Geniuses Ever Issues A Warning About Donald Trump,Fake
6105, Let’s Compare President Obama’s Memorial Day Statement To Donald Trump’s,Fake
6106, Rosie O’Donnell Retitles The News To More Honestly Depict Donald Trump (TWEET),Fake
6107, Fly Over Shows May 12 Gulf Oil Spill Far Worse Than Reported (VIDEO),Fake
6108, Trump Responds To Third-Party Candidate The Only Way He Knows How (TWEETS),Fake
6109, Bill Kristol: Independent Candidate Will Announce Candidacy Against Trump,Fake
6110, The Los Angeles Times Endorses Hillary Clinton Ahead Of California Primary,Fake
6111," There’s A New Memorial Day Tradition, And It Will Piss Trump Voters Off (VIDEO)",Fake
6112, ‘Loving’ Christians Make Plans To Harass Thousands Of People At DC Rally,Fake
6113, How One Teacher Responded After Nearly Losing A Student To Suicide (VIDEO),Fake
6114, Libertarian Candidate Strips On Stage During Convention (VIDEO),Fake
6115, WATCH: Trump’s Campaign Manager Gets Brutally Called Out For This Pathetic Lie (VIDEO),Fake
6116," Missouri Legislators Took 32,138 Free Gifts From Lobbyists",Fake
6117, This Expert Just Shut Down Every Claim That Trump Is Not A Racist (VIDEO),Fake
6118, Donald Trump Implies That He Wants The National Mall To Be Torn Up (VIDEO),Fake
6119, Watch These Troops React As Jimmy Fallon And Adam Sandler Honor Them With Hilarious Country Song,Fake
6120, Bernie Sanders Lets Chuck Todd Know If He’s Willing To Be Vice President (VIDEO),Fake
6121, WATCH: RNC Platform Leader Refuses To Say How Much GOP Hates Muslims (VIDEO),Fake
6122, Marco Rubio DEFENDS Trump Calling Mexicans ‘Rapists’: “I Give Him Credit!’ (VIDEO),Fake
6123, WATCH: Fox News Incites Anger And Controversy Over Hot Dogs…Seriously,Fake
6124, Check Out This Racist ‘What Do You Hate Most About Obama’ Poll Conservatives Are Sharing (IMAGES),Fake
6125, Rubio Apologizes For Questioning Trump’s Small Hands In Humiliating Interview (VIDEO),Fake
6126, Billy Joel Just Publicly Humiliated The Donald–Oblivious Idiot Trump THANKS HIM For It (TWEETS),Fake
6127, Roads Melt As Record-Shattering Temperatures Hit India (VIDEO),Fake
6128," Trump Didn’t Want These Secrets To Get Out, But A Judge Just Said ‘No’",Fake
6129, Racist TX High Schoolers Spray Paint ‘Whites Only’ Near Drinking Fountain (IMAGE),Fake
6130, A High School Student Just Bashed ‘You Deserve Rape’ Pastor’s Head In With A Baseball Bat (VIDEO),Fake
6131," ‘Self-Funded’ No Longer – Trump Now Needs Those Huge, Strings-Attached Donations",Fake
6132, ARE THEY SERIOUS? Here’s The Insane Thing Republicans Did Instead Of Passing Zika Funding Last Week,Fake
6133, WATCH: Navy Unveils The Latest Reason We Can’t Afford National Healthcare (VIDEO),Fake
6134, Chris Cuomo SLAMS Trump For Promising “A Lot Of Things That Can’t Be Done” In Energy Speech (VIDEO),Fake
6135, Trump: ‘There Is No Drought In California’ — Offers This Conspiracy Theory Instead (VIDEO),Fake
6136, Bernie Sanders Explains The Exact Reason Trump Won’t Debate Him (VIDEO),Fake
6137, Trump Finally Admitted Something He Really Hasn’t Done His Whole Campaign (TWEET),Fake
6138, Trump Goes Birther On Federal Judge Presiding Over Trump U Fraud Case: He’s A ‘Mexican!’,Fake
6139, Check Out The ‘Infuriating’ Thing Malia Obama Did That Has Conservatives Calling Her N***** (IMAGES),Fake
6140, What Sarah Palin Just Asked Us To Do With Trump’s Nomination Will Make You Vomit (VIDEO),Fake
6141, Republican Budget Cuts Could Shut Down Every Public School In Kansas,Fake
6142," Insurance Agent Calls Robert Reich To Bully Him For Money, Guess Who He Supports For President",Fake
6143, Video Shows Whales Swimming That May Change Everything We Know About The BP Oil Spill (VIDEO),Fake
6144, This Immigrant West Point Graduate Proves America Is Already Great (IMAGE),Fake
6145, Cops SLAM Gun-Crazy GOP Candidate Who Said They Should Be Shot,Fake
6146, Trump’s Campaign Is A Complete Mess And This Is Why,Fake
6147, Senate Dems To Introduce Constitutional Amendment Overturning Citizens United,Fake
6148, This Touching Moment POTUS Shared With A Hiroshima Survivor Is Why He’ll Be So Sorely Missed (VIDEO),Fake
6149, VA Middle School Student Accused Of Stealing $.65 Milk Charged With Larceny (VIDEO),Fake
6150, Here’s The Chilling Viral Video Showing Us How Trump Wants To ‘Make America Great Again’,Fake
6151, WATCH: Hillary Smacks Trump With His Own Words On The Issues In New Video Series,Fake
6152," Former Pastor Turned Teacher Beat Students, Then Hugged, Prayed With Them (VIDEO)",Fake
6153, Rubio Just Kissed His Political Career Goodbye With One Tweet And The Internet Is Letting Him Know,Fake
6154, GOP Congressmen Storm Out Of Meeting When Fellow Republican Bashes Homosexuality,Fake
6155, Obama Tells Reporters That He Gives Zero F*cks About Hillary’s Email ‘Scandal’ (VIDEO),Fake
6156, Two Comedians Imagine The Trump-Bernie Debate And It Is HILARIOUS (VIDEO),Fake
6157," Ohio Republicans Create First Step To Privatizing Elections, Would Charge People To Keep Polls Open",Fake
6158," WATCH: Unfortunate Bug Lands In Trump’s Hair During Rally, Can’t Seem To Escape",Fake
6159, Ted Nugent Reveals The Most Anti-American Thing There Is – Prepare To Laugh Hysterically (AUDIO),Fake
6160," CNN Accidentally Airs Raunchy Screen Capture Of Reply To Trump Tweet, And It’s Hilarious (IMAGE)",Fake
6161," Why The Latest Email Revelations May Help Clinton, Not Hurt Her",Fake
6162, Trump Just Promised To Only Pick A White Man For VP – His Reason Will Make You SICK,Fake
6163, Vince Foster’s Sister Is FURIOUS With Donald Trump,Fake
6164, Watch Bernie Fans SHUT DOWN This Misogynistic Anti-Hillary Protester (VIDEO/TWEETS),Fake
6165, Rosie O’Donnell Just CRUSHED What Was Left Of ‘Sh*tstain’ Donald Trump’s Pride (VIDEO),Fake
6166, WATCH: This Congresswoman Put An Anti-LGBT Bigot In Her Place During Hearing,Fake
6167, Gohmert: Homosexuality Is ‘Perverse’ Because Gay Astronauts Can’t Reproduce In Space (VIDEO),Fake
6168, WATCH: Obama Directly Calls Trump Out For Caring More About Tweets Than The Nation,Fake
6169, NEVER TRUMP: Ice Cream Shop Kicks Out Muslim-Hating Bigots (VIDEO),Fake
6170, This Method Has Predicted Every Modern Election And Trump Is Screwed,Fake
6171, Report Exposes How Trump Dodged $20 Million In Taxes (PHOTO EVIDENCE),Fake
6172, Bill O’Reilly Just Made The Most Offensive And Outrageous Claim About Black Lives Matter EVER,Fake
6173, Watch Hillary’s Reaction When Security Tries To Kick Shirtless Male Supporters Out Of Her Rally,Fake
6174," Conservatives Get Out Measuring Tape, Find Obama’s New House Is Sort Of Near Islamic Center",Fake
6175, Trump’s New Manager Admits The ‘Muslim Ban’ Idea Was To Reel In The Whackos,Fake
6176, What Trump Just Said The GOP Will Become If He’s President Will Send Shivers Down Your Spine,Fake
6177, WATCH: Kimmel Tells Hypocrite Trump He’s ‘Full Of Sh*t’ To His Face,Fake
6178, Maine’s Gov. LePage OWNED On Live Radio By Woman Who Has No Insurance Thanks To Him,Fake
6179, The Bundys Are Suing Because They Can’t Have Guns….In Jail,Fake
6180, Donald Trump And Bernie Sanders Agree To Debate Before California’s Primaries,Fake
6181, White Students Rape Black Teen With Coat Hanger After Months Of Racist Taunting (VIDEO),Fake
6182, ‘Christian’ Dad Forced 14-Year-Old Daughter To Marry MUCH Older Rapist Who Impregnated Her (VIDEO),Fake
6183," Trump Hasn’t Gotten The Memo That He’s All But Wrapped Up The GOP Nomination, And It’s Hilarious",Fake
6184, Trump’s Campaign MAJORLY F*cks Up By Accidentally Emailing Its Anti-Clinton Strategy To A Journalist,Fake
6185, Amy Schumer’s Response To Body Shaming Trolls Is Absolutely PERFECT (IMAGE),Fake
6186," While Texas Republicans Focus On Abortions And Bathrooms, It’s Still Legal To F*ck A Cat",Fake
6187, American Liar: Wingnut Icon Chris Kyle Wasn’t The Hero He Made Himself Out To Be,Fake
6188, Senator Who Once Betrayed America To Iran Has Gall To Accuse Harry Reid Of ‘Cancerous Leadership’,Fake
6189, Democrats Preparing A Coup To Oust Debbie Wasserman-Schultz,Fake
6190, Trump Attacks New Mexico’s GOP Governor After She Refuses To Endorse Him,Fake
6191, Rush Limbaugh’s Show Is In Financial Ruins Thanks To Liberal Boycott,Fake
6192, WATCH: This 10 Minute Elizabeth Warren Speech Needs To Be Played On Repeat Through November,Fake
6193, Watch Chuck Todd SHRED Trump For His Hypocritical Attacks On The Clintons (VIDEO),Fake
6194, Stephen King And Hundreds Of Other Writers Pen Open Letter Rejecting Donald Trump,Fake
6195, President Obama’s Approval Rating Hits Three Year High – Here’s Why That Matters,Fake
6196, How John Oliver And A Cat Created An International Incident (VIDEO),Fake
6197, Republicans Sabotage Obamacare So They Can Claim It Doesn’t Work,Fake
6198, The Donald Trump Campaign Is Getting Out The Vote – For Democrats,Fake
6199, BREAKING: DOJ To Seek Death Penalty For Charleston Church Shooter,Fake
6200, Young Republicans Chairwoman Resigns Over Trump – Here’s The AMAZING Reason Why (IMAGES),Fake
6201, Bigot Christians Make A HILARIOUSLY AWFUL Anti-Trans Music Video To Boycott Target (VIDEO),Fake
6202, Crowd On ‘The View’ Goes Wild When Bernie Calls Trump Exactly What He Is (VIDEO),Fake
6203, This Gay Couple’s Trolling Of A Neo-Nazi Rally Is Nothing Short Of PERFECT (VIDEO),Fake
6204, Conservative Heads EXPLODE After Obama Appoints Transgender Woman To Faith-Based Council (SCREENSHOTS),Fake
6205, WATCH: Samantha Bee Skewers Evangelicals For Obsessing Over Abortion,Fake
6206," Olivia Wilde Knows Just How Racist Trump Supporters Really Are, And She’s EXACTLY Right (TWEET)",Fake
6207, Trump Backs Conspiracy Theory That Says Hillary Clinton Murdered Vince Foster,Fake
6208, WATCH: This US Marine Veteran Went To Trump Tower To Warn The World About The ‘Fraud’ Inside (VIDEO),Fake
6209, Insider: This GOP Plan To Steal The Election Had Them So ‘Giddy’ They Were ‘Frothing At The Mouth’ (VIDEO),Fake
6210, Trump’s Most Disgusting Betrayal Of America (So Far) Is About To Be Exposed,Fake
6211," Supreme Court Gives A Big ‘F You’ To GOP, Rejects Racist Gerrymandering",Fake
6212, Trump’s New ‘Christian Policy’ Advisor ACTUALLY Thinks He Can Control The Weather (VIDEO),Fake
6213, Trump’s New Pathetic Anti-Hillary Ad Frames Bill Clinton As A Rapist (VIDEO),Fake
6214, Don’t Buy The Media Hype: Democrats Are More United Now Than In 2008,Fake
6215," Republicans Want A Trump/Gingrich Ticket, Think Six Wives Will Appeal To Women",Fake
6216, O’Reilly Sues Ex-Wife He Allegedly Assaulted For $10 Million – For ‘Cheating’ After She Left Him,Fake
6217," Elizabeth Warren HILARIOUSLY Continues Battle With Trump, ROASTS Reputation With Women (VIDEO)",Fake
6218, The Shocking Detail Trump Doesn’t Want You To Know About HIS MOTHER (VIDEO),Fake
6219," Planned Parenthood Evacuated In Florida, 7 Hospitalized After Unknown Substance Found In Clinic (VIDEO)",Fake
6220," John Oliver Offers Harsh Critique Of Dem Primary, Tells Us Who Should Be Winning (VIDEO)",Fake
6221, Demi Lovato Takes A Stand For Trans Rights At #BBMAS And It Is GLORIOUS (TWEET),Fake
6222, String Of Deaths Linked To Human Experimentation By Bone Cement Company,Fake
6223, Oregon Won’t Prosecute Baby’s Abuser Because He’s Too Young To Testify,Fake
6224," Trump Lamborghini Rolls Up To White House, Gives Terrifying Glimpse Of What May Come (VIDEO)",Fake
6225, Hillary Beautifully Slams Trump’s ‘Dangerous’ And Idiotic Gun Policies,Fake
6226," Children’s Minister, Church Pastor Charged In Tennessee Human Trafficking Case (VIDEO)",Fake
6227, You Won’t Believe The Insane Anti-Obama Bullsh*t This Idiot ACTUALLY Wrote To His Local Paper,Fake
6228, San Diego Padres Deliberately Humiliate Local Gay Men’s Chorus (VIDEO),Fake
6229, Suspicions Mount As New Details On Donald Trump Self-Funding Emerge (IMAGES),Fake
6230, Portland Public Schools Tell The Koch Brothers To Get Out (VIDEO),Fake
6231, Report: Black Women Have Become The Most Educated Group In The U.S. (VIDEO),Fake
6232," Former Israeli Prime Minister BLASTS Israeli Government, Says Israel Has Become A Fascist State",Fake
6233," Obama’s Former Speechwriter Tweets Top 5 Reasons Not To Vote For Trump, And They’re Perfect",Fake
6234, Trump Doesn’t Want His Supporters To Know His REAL Stance On Gun-Free Zones,Fake
6235, 5-Year-Old Girl Kills Herself After ‘Responsible Gun Owner’ Dad Leaves Gun On A Table (VIDEO),Fake
6236, Trump Took Federal Money Meant For Small Businesses Affected By 9/11 Attacks,Fake
6237, WATCH: Racist Anti-Muslim Protesters Didn’t Expect To See This At Their Rally (VIDEO),Fake
6238, Drinks And Dancing As Things Got VERY Real During Cold Open Of SNL Season Finale (VIDEO),Fake
6239," WaPo Editorial Goes Full Racist, Wants To ‘Weed Out’ Voters Based On Right-Wing Testing Guidelines",Fake
6240," LA Republican Proposes Banning Strippers Over 160 Lbs, Age 28 (VIDEO)",Fake
6241," Trump Said America ‘Never’ Wins, But Obama Just Took Out A Major Terrorist",Fake
6242," Ben Carson Gets Humiliating Trump Campaign Demotion – Claims He Requested it, Fools No One",Fake
6243, This Attack Ad Accidentally Reveals What’s Really Behind The Bathroom Laws,Fake
6244, Donald Trump Makes Another Truly Pathetic Attempt At Making Hispanics Like Him (VIDEO),Fake
6245," Lesbian Couple Beaten, Arrested For Holding Hands Wins $80,000 Settlement (VIDEO)",Fake
6246, Twitter Rips The Huffington Post To Shreds Over This Photo Of Their Staff (TWEETS),Fake
6247, Bernie Sanders Just Dropped A Bomb On Debbie Wasserman-Schultz That Could End Her Career,Fake
6248, This Tweet Perfectly Connects #AllLivesMatter And Zimmerman Gun Auction (IMAGE),Fake
6249, NRA President Has Meltdown Over Voting Rights And It Was SO Hypocritical,Fake
6250, ‘Fraud’: Major Veterans Group Accuses Trump Of Ripping Off Soldiers,Fake
6251," One Thing Changed About Obama This Year, And It Should Terrify Republicans",Fake
6252, This Hilariously Brilliant Commentary On White Privilege Is Something Everyone Needs To See (VIDEO),Fake
6253, Hillary Wrote This Letter To Superdelegates In 2008 That Bernie Fans May Find Interesting,Fake
6254," Kim Davis Goes Off On Gay People, SCOTUS And Shoving Things Down People’s Throats (VIDEO)",Fake
6255, CNN Panelists Laugh In Trump Advisor’s Face After He Says THIS About Hillary (VIDEO),Fake
6256, Mark Cuban Says He’d Be Hillary’s VP – But Only Under This One Condition (VIDEO),Fake
6257, CA Senate Passes Ambitious Gun Control Package That’s Going To Seriously Piss Off Republicans,Fake
6258, Reports Show Trump Paid Absolutely Nothing In Taxes For Two Years,Fake
6259," REPORT: Trump Lied About How Much Was Raised For Veterans, Personal Donation Appears Missing",Fake
6260," The NRA Endorsed Trump, But They’d Have Ended Him In 2012 For His Comments Right After Sandy Hook",Fake
6261," Sanders Personally Calling Dem Senators, Promising Them Party Unity",Fake
6262, Two Stunning New Polls Show These Staunch Red States Could Turn Blue To Avoid Electing Trump,Fake
6263," The HORRIFYING Reality Of Executions In This State Has Been Uncovered, But It’s Unlikely To Stop",Fake
6264," REPORT: Trump And Companies Tied To Over 100 Lawsuits, Tax Evasion",Fake
6265, Hillary’s Message To Former Miss Universe Called ‘Miss Piggy’ By Trump Is PERFECT (TWEET),Fake
6266, Oklahoma Republicans Are Trying To Impeach Obama For The Dumbest Reason Yet,Fake
6267, Think Trump Wants To Keep Your Job At Home? Think Again — He’s Been Profiting Off Your Loss,Fake
6268," EVEN MORE White Nationalists Are Trump Delegates, Report Says",Fake
6269, HORRIBLE News For Do-Nothing GOP: Americans Support Paid Family Leave Across Political Lines,Fake
6270, You’re Gonna Want To Hear Trump Saying He Wanted Blacks Vs. Whites On ‘The Apprentice’ (AUDIO),Fake
6271, WATCH: Colbert Devises Perfect Advertisement For Trump And The GOP Convention,Fake
6272, Pregnant Women Infected With Zika TRIPLES While Republicans Refuse Funding In Effort To Hurt Obama,Fake
6273, Alabama’s Only Gay Rep Just Dropped A Devastating Truth Bomb On The Bathroom Bigots,Fake
6274, Trump Claims Hillary Was Involved In Disappearance Of EgyptAir Flight,Fake
6275, Listen To Ann Coulter Pretend She Likes Jews While Making Vile Anti-Semitic Statement (AUDIO),Fake
6276, ‘Tehran Tom’ Cotton Says The U.S. Justice System Is ‘Anglo-American’ And We Don’t Jail Enough,Fake
6277, Donald Trump Humiliates Chris Christie AGAIN And It’s Worse Than Ever Before (VIDEO),Fake
6278, Watch The ‘Liberal Redneck’ Compare Anti-Trans Protesters To Michele Bachmann On Bath Salts,Fake
6279, The Pope Just Called Most American Employers (And Donald Trump) ‘Bloodsuckers’,Fake
6280," Bette Midler Takes Hilariously Vulgar Shot At Mitch McConnell, And It is GLORIOUS (TWEET)",Fake
6281," Trump Is Now Becoming Chris Christie’s Sugar Daddy, And Yes, It’s As Weird As It Sounds",Fake
6282," They Asked Hillary If Trump Is Qualified To Be President, Her Answer Was Epic (VIDEO)",Fake
6283, Oklahoma Republicans Pass Bill Completely Outlawing Abortion,Fake
6284," Trump Convention Delegate Just Indicted On Serious Federal Charges, Including Child Abuse",Fake
6285, Horrific Texas GOP Platform Is Made Worse By Implying That Most Texans Are Gay,Fake
6286, This Trump-Loving NRA Sponsor REALLY Loves Trashing Slain Black Children And Their Families,Fake
6287, Democrats Literally Scream ‘Shame’ At Republicans For Blocking LGBT Amendment (VIDEO),Fake
6288, WATCH: Louisiana GOP Rep SLAMS Her Sexist Male Colleagues On The Statehouse Floor,Fake
6289," WATCH: Trump Sinks To New Low, Calls Bill Clinton A Rapist On Fox News",Fake
6290, Jimmy Kimmel Is Pretty Sure He Knows Exactly Why Donald Trump Hasn’t Released His Taxes (VIDEO),Fake
6291, Laverne Cox Tears Trans Hate To SHREDS In Passionate Post After Edited Fox News Interview (TWEET),Fake
6292, Fox Host Already Using Tragic EgyptAir Crash As A Way To Boost Trump (VIDEO),Fake
6293, ‘Small Government’ GOP Rep. Wants A Law To Dictate Exotic Dancers’ Max Weight,Fake
6294, Dying GOP Senator Spent Final Days Apologizing To Muslims For Trump’s Hate,Fake
6295, Trump Campaign Accidentally Reveals How Donald Trump Isn’t Even Qualified To Be Vice President (VIDEO),Fake
6296, Being Transgender Could Soon Mean You’re A Sex Offender In Arkansas If GOPer Gets Her Way,Fake
6297, Woman Who Worked For Trump Warns “He HAS To Be Stopped” (VIDEO),Fake
6298, John Hagee: Vote For Trump Or Face The Wrath Of God (VIDEO),Fake
6299, Former Obama Advisor Rips Debbie Wasserman-Schultz Apart For Attacking Sanders (VIDEO),Fake
6300, Christian Charity President Embezzled The Entire Fund To Finance Sex Addiction,Fake
6301, The Terrifying Truth About Trump’s 11 Potential Supreme Court Nominees,Fake
6302, Mitt Romney’s Effort To Stop Trump Ends Just Like His 2012 Bid For The White House Did,Fake
6303, OOPS: One Of Trump’s Proposed SCOTUS Nominees Spent The Last Year Calling Trump A Moron (TWEETS),Fake
6304, Marco Rubio SLAMS The GOP For Obstructing Obama In Surprising Speech On Senate Floor (VIDEO),Fake
6305, Phil Robertson Will Be Donald Trump’s ‘Spiritual Advisor’,Fake
6306, WATCH: This Is How President Obama And Donald Trump Treat Women,Fake
6307, Paul Ryan ADMITS He Wants People To Work More Hours For No Added Pay,Fake
6308, Trump ‘Clarifies’ Abortion Comments: I Meant That Women Should Punish THEMSELVES (VIDEO),Fake
6309, Obama’s Doing Something BIG To Raise Pay For Millions Of Americans (VIDEO),Fake
6310, Lead BENGHAZI Witch Hunter Just Accidentally Admitted Main Conspiracy Theory Is Bullsh*t (VIDEO),Fake
6311, George Zimmerman Launches Despicable Attack On Trayvon Martin’s Parents,Fake
6312," CNN Attacks Larry Wilmore, Cancels Appearance For Mentioning Them In Comedy Skit",Fake
6313, Fox Credits Bush For Obama’s Economic Recovery They Spent 8 Years Saying Didn’t Exist,Fake
6314, Megyn Kelly Leaves Trump Literally Sputtering After Bringing Up His ‘Bimbo’ Comments (VIDEO),Fake
6315, The Next Fox News? Why Facebook Is Sucking Up To Conservatives,Fake
6316, Another Win For The NRA: Court Rules That Cities Can’t Protect Themselves From Gun Violence,Fake
6317, Melania Trump: Reporter ‘Provoked’ Anti-Semitic Threats From My Fans,Fake
6318," J.K. Rowling Defends Trump’s Right To Say What He Wants, Sort Of (VIDEO)",Fake
6319, Trump Now Has An EVEN WORSE Excuse For Why He Mocked A Disabled Reporter (VIDEO),Fake
6320, Crazy Alex Jones Really Thinks ‘Transgender’ Michelle Obama Killed Joan Rivers (VIDEO),Fake
6321, Racist Cowards Nearly Beat Black Ex-Marine To Death In Wyoming,Fake
6322, WATCH: Samantha Bee STOMPS Conservative ‘Christians’ Using Their Own History,Fake
6323, Noam Chomsky Warns Americans: The GOP Is ‘The Most Dangerous Organization In Human History’ (VIDEO),Fake
6324, Conservative Christian Running For Congress Shares Screenshot With Porn Tabs Open (IMAGES),Fake
6325, Trump Abruptly Cancels Interview For An EXTREMELY Racist Reason,Fake
6326, Democrats Are Spending MILLIONS To Destroy Trump With These 2 Ads (VIDEO),Fake
6327, WATCH: Angelina Jolie BLASTS Donald Trump’s Hate Speech,Fake
6328, Non-Transgender Woman Harassed In Bathroom After Donating Hair To Cancer Patients (VIDEO),Fake
6329, Elizabeth Warren Delivers A MAJOR ‘F*ck You’ To Trump In Grad Speech (VIDEO),Fake
6330, Texas Republicans Adopt Astonishingly Extreme Party Platform,Fake
